year,value,source,note
1990,38539870368,Economic Commission for Latin America and the Caribbean,
1991,34418918651,Economic Commission for Latin America and the Caribbean,
1992,30433000333,Economic Commission for Latin America and the Caribbean,
1993,25905123642,Economic Commission for Latin America and the Caribbean,
1994,26090845254,Economic Commission for Latin America and the Caribbean,
1995,26731949772,Economic Commission for Latin America and the Caribbean,
1996,28827400498,Economic Commission for Latin America and the Caribbean,
1997,29629764508,Economic Commission for Latin America and the Caribbean,
1998,29676955520,Economic Commission for Latin America and the Caribbean,
1999,31513550269,Economic Commission for Latin America and the Caribbean,
2000,33377478425,Economic Commission for Latin America and the Caribbean,
2001,34440561094,Economic Commission for Latin America and the Caribbean,
2002,34931115296,Economic Commission for Latin America and the Caribbean,
2003,36256177340,Economic Commission for Latin America and the Caribbean,
2004,38348224403,Economic Commission for Latin America and the Caribbean,
2005,42644000000,Economic Commission for Latin America and the Caribbean,
2006,47789309723,Economic Commission for Latin America and the Caribbean,
2007,51259798640,Economic Commission for Latin America and the Caribbean,
2008,53370114106,Economic Commission for Latin America and the Caribbean,
2009,54144560661,Economic Commission for Latin America and the Caribbean,
2010,55436589823,Economic Commission for Latin America and the Caribbean,
2011,56990505739,Economic Commission for Latin America and the Caribbean,
2012,58710057434,Economic Commission for Latin America and the Caribbean,
