Year,Item,Country,Value,Source,Notes,ISO3
1990,"Agriculture, hunting, forestry and fishing",Saint Lucia,77.5344846521162,733,"6432,6495",LCA
1990,Construction,Saint Lucia,51.3796493667906,733,"6495,6432",LCA
1990,"Electricity, gas and water supply",Saint Lucia,13.58233549992,733,"6432,6495",LCA
1990,Financial intermediation services indirectly measured (FISIM),Saint Lucia,5.54283172943433,733,"6432,6495",LCA
1990,"Financial intermediation, real estate, renting and business activities",Saint Lucia,89.5982198026915,733,"6432,6495",LCA
1990,Gross domestic product (GDP),Saint Lucia,662.848350865648,733,"6432,6495",LCA
1990,Manufacturing,Saint Lucia,39.5343814071454,733,"6432,6495",LCA
1990,Mining and quarrying,Saint Lucia,1.31100028999638,733,"6432,6495",LCA
1990,"Public administration, defence, compulsory social security, education, health and social work, and other community, social and personal service activities",Saint Lucia,92.3445136397393,733,"6432,6495",LCA
1990,Statistical discrepancy of GDP by economic activity,Saint Lucia,20.0637,733,"6495,6432",LCA
1990,Taxes on products less subsidies on products,Saint Lucia,80.2079032976713,733,"6432,6495",LCA
1990,Total value added,Saint Lucia,562.57676211896,733,"6432,6495",LCA
1990,"Transport, storage and communications",Saint Lucia,91.9281876968446,733,"6432,6495",LCA
1990,"Wholesale and retail trade, repair of goods, and hotels and restaurants",Saint Lucia,110.90682149315,733,"6432,6495",LCA
1991,"Agriculture, hunting, forestry and fishing",Saint Lucia,63.4454121103861,733,"6432,6495",LCA
1991,Construction,Saint Lucia,61.638733453471,733,"6432,6495",LCA
1991,"Electricity, gas and water supply",Saint Lucia,13.6168710424189,733,"6432,6495",LCA
1991,Financial intermediation services indirectly measured (FISIM),Saint Lucia,5.60083389272469,733,"6495,6432",LCA
1991,"Financial intermediation, real estate, renting and business activities",Saint Lucia,91.4161546972389,733,"6432,6495",LCA
1991,Gross domestic product (GDP),Saint Lucia,663.371251450495,733,"6432,6495",LCA
1991,Manufacturing,Saint Lucia,38.3832901680299,733,"6432,6495",LCA
1991,Mining and quarrying,Saint Lucia,1.47889406010491,733,"6432,6495",LCA
1991,"Public administration, defence, compulsory social security, education, health and social work, and other community, social and personal service activities",Saint Lucia,94.6628105056156,733,"6432,6495",LCA
1991,Statistical discrepancy of GDP by economic activity,Saint Lucia,16.9211,733,"6432,6495",LCA
1991,Taxes on products less subsidies on products,Saint Lucia,80.311705142188,733,"6432,6495",LCA
1991,Total value added,Saint Lucia,566.138456721857,733,"6432,6495",LCA
1991,"Transport, storage and communications",Saint Lucia,92.2446655588456,733,"6432,6495",LCA
1991,"Wholesale and retail trade, repair of goods, and hotels and restaurants",Saint Lucia,114.852459018471,733,"6432,6495",LCA
1992,"Agriculture, hunting, forestry and fishing",Saint Lucia,79.356924019658,733,"6432,6495",LCA
1992,Construction,Saint Lucia,73.3044407277341,733,"6432,6495",LCA
1992,"Electricity, gas and water supply",Saint Lucia,16.2070367298355,733,"6432,6495",LCA
1992,Financial intermediation services indirectly measured (FISIM),Saint Lucia,5.8636561951341,733,"6432,6495",LCA
1992,"Financial intermediation, real estate, renting and business activities",Saint Lucia,95.8636025642566,733,"6432,6495",LCA
1992,Gross domestic product (GDP),Saint Lucia,712.428604653414,733,"6432,6495",LCA
1992,Manufacturing,Saint Lucia,38.7347295286448,733,"6432,6495",LCA
1992,Mining and quarrying,Saint Lucia,1.9254200444361,733,"6432,6495",LCA
1992,"Public administration, defence, compulsory social security, education, health and social work, and other community, social and personal service activities",Saint Lucia,93.1603193722882,733,"6432,6495",LCA
1992,Statistical discrepancy of GDP by economic activity,Saint Lucia,17.318,733,"6432,6495",LCA
1992,Taxes on products less subsidies on products,Saint Lucia,86.1364927038789,733,"6432,6495",LCA
1992,Total value added,Saint Lucia,608.974066134104,733,"6432,6495",LCA
1992,"Transport, storage and communications",Saint Lucia,94.1090078731782,733,"6432,6495",LCA
1992,"Wholesale and retail trade, repair of goods, and hotels and restaurants",Saint Lucia,122.176241469207,733,"6432,6495",LCA
1993,"Agriculture, hunting, forestry and fishing",Saint Lucia,78.6825657215768,733,"6432,6495",LCA
1993,Construction,Saint Lucia,71.2913692197566,733,"6495,6432",LCA
1993,"Electricity, gas and water supply",Saint Lucia,16.882946633028,733,"6432,6495",LCA
1993,Financial intermediation services indirectly measured (FISIM),Saint Lucia,6.21620059388327,733,"6432,6495",LCA
1993,"Financial intermediation, real estate, renting and business activities",Saint Lucia,98.9151361372468,733,"6432,6495",LCA
1993,Gross domestic product (GDP),Saint Lucia,720.248193179827,733,"6432,6495",LCA
1993,Manufacturing,Saint Lucia,37.9350776501442,733,"6432,6495",LCA
1993,Mining and quarrying,Saint Lucia,1.78253172945012,733,"6432,6495",LCA
1993,"Public administration, defence, compulsory social security, education, health and social work, and other community, social and personal service activities",Saint Lucia,101.564879149338,733,"6432,6495",LCA
1993,Statistical discrepancy of GDP by economic activity,Saint Lucia,14.3035,733,"6432,6495",LCA
1993,Taxes on products less subsidies on products,Saint Lucia,87.299706969345,733,"6432,6495",LCA
1993,Total value added,Saint Lucia,618.644975794863,733,"6432,6495",LCA
1993,"Transport, storage and communications",Saint Lucia,101.198111981998,733,"6432,6495",LCA
1993,"Wholesale and retail trade, repair of goods, and hotels and restaurants",Saint Lucia,116.608558166207,733,"6432,6495",LCA
1994,"Agriculture, hunting, forestry and fishing",Saint Lucia,63.4119728559357,733,"6432,6495",LCA
1994,Construction,Saint Lucia,74.7616012753497,733,"6495,6432",LCA
1994,"Electricity, gas and water supply",Saint Lucia,17.9140792590663,733,"6432,6495",LCA
1994,Financial intermediation services indirectly measured (FISIM),Saint Lucia,6.72462580647527,733,"6432,6495",LCA
1994,"Financial intermediation, real estate, renting and business activities",Saint Lucia,104.323492448525,733,"6432,6495",LCA
1994,Gross domestic product (GDP),Saint Lucia,733.825411560855,733,"6432,6495",LCA
1994,Manufacturing,Saint Lucia,36.0912943379325,733,"6432,6495",LCA
1994,Mining and quarrying,Saint Lucia,1.41459431836122,733,"6432,6495",LCA
1994,"Public administration, defence, compulsory social security, education, health and social work, and other community, social and personal service activities",Saint Lucia,105.250677710782,733,"6432,6495",LCA
1994,Statistical discrepancy of GDP by economic activity,Saint Lucia,11.0415,733,"6432,6495",LCA
1994,Taxes on products less subsidies on products,Saint Lucia,89.2410386857489,733,"6432,6495",LCA
1994,Total value added,Saint Lucia,633.542897474073,733,"6432,6495",LCA
1994,"Transport, storage and communications",Saint Lucia,116.089833924877,733,"6432,6495",LCA
1994,"Wholesale and retail trade, repair of goods, and hotels and restaurants",Saint Lucia,121.009977149718,733,"6432,6495",LCA
1995,"Agriculture, hunting, forestry and fishing",Saint Lucia,66.5441163561147,733,"6432,6495",LCA
1995,Construction,Saint Lucia,76.5725233431956,733,"6432,6495",LCA
1995,"Electricity, gas and water supply",Saint Lucia,19.5619180011561,733,"6432,6495",LCA
1995,Financial intermediation services indirectly measured (FISIM),Saint Lucia,6.96207216244515,733,"6432,6495",LCA
1995,"Financial intermediation, real estate, renting and business activities",Saint Lucia,107.251666153671,733,"6432,6495",LCA
1995,Gross domestic product (GDP),Saint Lucia,746.272269761019,733,"6495,6432",LCA
1995,Manufacturing,Saint Lucia,38.2304904460234,733,"6432,6495",LCA
1995,Mining and quarrying,Saint Lucia,1.79217669071167,733,"6432,6495",LCA
1995,"Public administration, defence, compulsory social security, education, health and social work, and other community, social and personal service activities",Saint Lucia,108.091325009729,733,"6432,6495",LCA
1995,Statistical discrepancy of GDP by economic activity,Saint Lucia,9.5345,733,"6432,6495",LCA
1995,Taxes on products less subsidies on products,Saint Lucia,90.847748233051,733,"6432,6495",LCA
1995,Total value added,Saint Lucia,645.889975774975,733,"6432,6495",LCA
1995,"Transport, storage and communications",Saint Lucia,116.711281362988,733,"6432,6495",LCA
1995,"Wholesale and retail trade, repair of goods, and hotels and restaurants",Saint Lucia,118.09655057383,733,"6432,6495",LCA
1996,"Agriculture, hunting, forestry and fishing",Saint Lucia,67.0679980091695,733,"6432,6495",LCA
1996,Construction,Saint Lucia,73.5318588478822,733,"6432,6495",LCA
1996,"Electricity, gas and water supply",Saint Lucia,19.7987331497199,733,"6432,6495",LCA
1996,Financial intermediation services indirectly measured (FISIM),Saint Lucia,7.50584244329221,733,"6432,6495",LCA
1996,"Financial intermediation, real estate, renting and business activities",Saint Lucia,112.010760002611,733,"6432,6495",LCA
1996,Gross domestic product (GDP),Saint Lucia,769.353471078398,733,"6432,6495",LCA
1996,Manufacturing,Saint Lucia,35.6379884959799,733,"6432,6495",LCA
1996,Mining and quarrying,Saint Lucia,1.83968705544451,733,"6432,6495",LCA
1996,"Public administration, defence, compulsory social security, education, health and social work, and other community, social and personal service activities",Saint Lucia,109.629030778994,733,"6432,6495",LCA
1996,Statistical discrepancy of GDP by economic activity,Saint Lucia,10.518,733,"6432,6495",LCA
1996,Taxes on products less subsidies on products,Saint Lucia,102.883371005354,733,"6432,6495",LCA
1996,Total value added,Saint Lucia,655.952130681374,733,"6495,6432",LCA
1996,"Transport, storage and communications",Saint Lucia,121.573532151911,733,"6432,6495",LCA
1996,"Wholesale and retail trade, repair of goods, and hotels and restaurants",Saint Lucia,122.368384632954,733,"6432,6495",LCA
1997,"Agriculture, hunting, forestry and fishing",Saint Lucia,54.8292308803565,733,"6432,6495",LCA
1997,Construction,Saint Lucia,73.818237221402,733,"6432,6495",LCA
1997,"Electricity, gas and water supply",Saint Lucia,23.6716475585238,733,"6432,6495",LCA
1997,Financial intermediation services indirectly measured (FISIM),Saint Lucia,8.06048812975621,733,"6495,6432",LCA
1997,"Financial intermediation, real estate, renting and business activities",Saint Lucia,152.570186024888,733,"6432,6495",LCA
1997,Gross domestic product (GDP),Saint Lucia,800.395148813907,733,"6495,6432",LCA
1997,Manufacturing,Saint Lucia,33.8706050447716,733,"6432,6495",LCA
1997,Mining and quarrying,Saint Lucia,2.04687511217418,733,"6432,6495",LCA
1997,"Public administration, defence, compulsory social security, education, health and social work, and other community, social and personal service activities",Saint Lucia,110.896757672739,733,"6432,6495",LCA
1997,Statistical discrepancy of GDP by economic activity,Saint Lucia,5.7789,733,"6432,6495",LCA
1997,Taxes on products less subsidies on products,Saint Lucia,98.0771994956089,733,"6432,6495",LCA
1997,Total value added,Saint Lucia,696.539033041029,733,"6432,6495",LCA
1997,"Transport, storage and communications",Saint Lucia,122.35034144955,733,"6432,6495",LCA
1997,"Wholesale and retail trade, repair of goods, and hotels and restaurants",Saint Lucia,130.545640206381,733,"6432,6495",LCA
1998,"Agriculture, hunting, forestry and fishing",Saint Lucia,54.1715922095004,733,"6432,6495",LCA
1998,Construction,Saint Lucia,81.5504533064371,733,"6432,6495",LCA
1998,"Electricity, gas and water supply",Saint Lucia,28.5559599976523,733,"6432,6495",LCA
1998,Financial intermediation services indirectly measured (FISIM),Saint Lucia,8.49822320583809,733,"6432,6495",LCA
1998,"Financial intermediation, real estate, renting and business activities",Saint Lucia,159.796477230713,733,"6432,6495",LCA
1998,Gross domestic product (GDP),Saint Lucia,851.245453915456,733,"6432,6495",LCA
1998,Manufacturing,Saint Lucia,36.3510538653436,733,"6432,6495",LCA
1998,Mining and quarrying,Saint Lucia,2.08259719092068,733,"6432,6495",LCA
1998,"Public administration, defence, compulsory social security, education, health and social work, and other community, social and personal service activities",Saint Lucia,113.01550493497,733,"6432,6495",LCA
1998,Statistical discrepancy of GDP by economic activity,Saint Lucia,6.6557,733,"6432,6495",LCA
1998,Taxes on products less subsidies on products,Saint Lucia,119.043617856924,733,"6432,6495",LCA
1998,Total value added,Saint Lucia,725.546158901661,733,"6432,6495",LCA
1998,"Transport, storage and communications",Saint Lucia,125.785564787996,733,"6432,6495",LCA
1998,"Wholesale and retail trade, repair of goods, and hotels and restaurants",Saint Lucia,132.735178583966,733,"6432,6495",LCA
1999,"Agriculture, hunting, forestry and fishing",Saint Lucia,46.0848658416007,733,"6432,6495",LCA
1999,Construction,Saint Lucia,91.9948410465716,733,"6432,6495",LCA
1999,"Electricity, gas and water supply",Saint Lucia,31.6542915246954,733,"6432,6495",LCA
1999,Financial intermediation services indirectly measured (FISIM),Saint Lucia,9.01299240503997,733,"6432,6495",LCA
1999,"Financial intermediation, real estate, renting and business activities",Saint Lucia,168.256367114982,733,"6432,6495",LCA
1999,Gross domestic product (GDP),Saint Lucia,871.322814543924,733,"6432,6495",LCA
1999,Manufacturing,Saint Lucia,36.3561471894105,733,"6432,6495",LCA
1999,Mining and quarrying,Saint Lucia,2.40052369176449,733,"6432,6495",LCA
1999,"Public administration, defence, compulsory social security, education, health and social work, and other community, social and personal service activities",Saint Lucia,117.652098666723,733,"6432,6495",LCA
1999,Statistical discrepancy of GDP by economic activity,Saint Lucia,1.4243,733,"6432,6495",LCA
1999,Taxes on products less subsidies on products,Saint Lucia,114.121330859023,733,"6432,6495",LCA
1999,Total value added,Saint Lucia,755.777227016826,733,"6432,6495",LCA
1999,"Transport, storage and communications",Saint Lucia,132.874668896816,733,"6432,6495",LCA
1999,"Wholesale and retail trade, repair of goods, and hotels and restaurants",Saint Lucia,137.516415449303,733,"6432,6495",LCA
2000,"Agriculture, hunting and forestry",Saint Lucia,39.2879018739421,733,"6432,6495",LCA
2000,"Agriculture, hunting, forestry and fishing",Saint Lucia,47.5784858737145,733,"6432,6495",LCA
2000,Construction,Saint Lucia,87.7749714838237,733,"6432,6495",LCA
2000,"Electricity, gas and water supply",Saint Lucia,30.1199267079591,733,"6432,6495",LCA
2000,Financial intermediation services indirectly measured (FISIM),Saint Lucia,9.43713322410067,733,"6432,6495",LCA
2000,"Financial intermediation, real estate, renting and business activities",Saint Lucia,172.580455114155,733,"6432,6495",LCA
2000,Fishing,Saint Lucia,7.63589153687112,733,"6432,6495",LCA
2000,Gross domestic product (GDP),Saint Lucia,869.626809065493,733,"6432,6495",LCA
2000,Hotels and restaurants,Saint Lucia,77.6659389703507,733,"6432,6495",LCA
2000,Manufacturing,Saint Lucia,37.5225184007266,733,"6432,6495",LCA
2000,Mining and quarrying,Saint Lucia,2.73631123198154,733,"6432,6495",LCA
2000,Post and telecommunications,Saint Lucia,46.7542530659603,733,"6432,6495",LCA
2000,"Public administration, defence, compulsory social security, education, health and social work, and other community, social and personal service activities",Saint Lucia,119.401092251612,733,"6495,6432",LCA
2000,Statistical discrepancy of GDP by economic activity,Saint Lucia,-0.9735,733,"6432,6495",LCA
2000,Taxes on products less subsidies on products,Saint Lucia,112.369501537719,733,"6432,6495",LCA
2000,Total value added,Saint Lucia,758.230823523202,733,"6432,6495",LCA
2000,Transport and supporting and auxiliary activities,Saint Lucia,88.0368821225927,733,"6432,6495",LCA
2000,"Transport, storage and communications",Saint Lucia,135.159063646168,733,"6432,6495",LCA
2000,"Wholesale and retail trade, and repair of goods",Saint Lucia,56.9914188377615,733,"6432,6495",LCA
2000,"Wholesale and retail trade, repair of goods, and hotels and restaurants",Saint Lucia,134.795132037162,733,"6432,6495",LCA
2001,"Agriculture, hunting and forestry",Saint Lucia,30.251872498163,733,"6495,6432",LCA
2001,"Agriculture, hunting, forestry and fishing",Saint Lucia,36.7328180086214,733,"6432,6495",LCA
2001,Construction,Saint Lucia,70.9527511305112,733,"6495,6432",LCA
2001,"Electricity, gas and water supply",Saint Lucia,31.3703403319077,733,"6432,6495",LCA
2001,Financial intermediation services indirectly measured (FISIM),Saint Lucia,10.4545036246855,733,"6432,6495",LCA
2001,"Financial intermediation, real estate, renting and business activities",Saint Lucia,173.392549527266,733,"6432,6495",LCA
2001,Fishing,Saint Lucia,7.12267085228578,733,"6432,6495",LCA
2001,Gross domestic product (GDP),Saint Lucia,838.809231743659,733,"6432,6495",LCA
2001,Hotels and restaurants,Saint Lucia,70.5384233422596,733,"6495,6432",LCA
2001,Manufacturing,Saint Lucia,37.4594214119991,733,"6432,6495",LCA
2001,Mining and quarrying,Saint Lucia,2.81892059821598,733,"6432,6495",LCA
2001,Post and telecommunications,Saint Lucia,51.3932091057096,733,"6432,6495",LCA
2001,"Public administration, defence, compulsory social security, education, health and social work, and other community, social and personal service activities",Saint Lucia,123.99929717331,733,"6432,6495",LCA
2001,Statistical discrepancy of GDP by economic activity,Saint Lucia,0.1161,733,"6432,6495",LCA
2001,Taxes on products less subsidies on products,Saint Lucia,102.215008423557,733,"6432,6495",LCA
2001,Total value added,Saint Lucia,736.478155516105,733,"6432,6495",LCA
2001,Transport and supporting and auxiliary activities,Saint Lucia,96.1701765356061,733,"6432,6495",LCA
2001,"Transport, storage and communications",Saint Lucia,147.949203645808,733,"6432,6495",LCA
2001,"Wholesale and retail trade, and repair of goods",Saint Lucia,51.5894979545421,733,"6432,6495",LCA
2001,"Wholesale and retail trade, repair of goods, and hotels and restaurants",Saint Lucia,122.25735731315,733,"6432,6495",LCA
2002,"Agriculture, hunting and forestry",Saint Lucia,33.0336747204602,733,"6432,6495",LCA
2002,"Agriculture, hunting, forestry and fishing",Saint Lucia,40.0602433124981,733,"6432,6495",LCA
2002,Construction,Saint Lucia,69.8398765221485,733,"6432,6495",LCA
2002,"Electricity, gas and water supply",Saint Lucia,30.2324453946464,733,"6432,6495",LCA
2002,Financial intermediation services indirectly measured (FISIM),Saint Lucia,10.6698965162312,733,"6432,6495",LCA
2002,"Financial intermediation, real estate, renting and business activities",Saint Lucia,175.026133177018,733,"6432,6495",LCA
