Year,Item,Country,Value,Source,Notes,ISO3
1990,"Agriculture, hunting, forestry and fishing",Trinidad and Tobago,104.493012536273,733,"6432,6495",TTO
1990,Construction,Trinidad and Tobago,426.140338609848,733,"6432,6495",TTO
1990,"Electricity, gas and water supply",Trinidad and Tobago,57.397936600896,733,"6432,6495",TTO
1990,Financial intermediation services indirectly measured (FISIM),Trinidad and Tobago,265.608414315278,733,"6432,6495",TTO
1990,"Financial intermediation, real estate, renting and business activities",Trinidad and Tobago,632.301555175891,733,"6432,6495",TTO
1990,Gross domestic product (GDP),Trinidad and Tobago,7080.58093499143,733,"6432,6495",TTO
1990,Manufacturing,Trinidad and Tobago,421.670146995682,733,"6432,6495",TTO
1990,Mining and quarrying,Trinidad and Tobago,2563.40174351619,733,"6432,6495",TTO
1990,"Public administration, defence, compulsory social security, education, health and social work, and other community, social and personal service activities",Trinidad and Tobago,1546.51701468269,733,"6432,6495",TTO
1990,Statistical discrepancy of GDP by economic activity,Trinidad and Tobago,59.6651,733,"6432,6495",TTO
1990,Taxes on products less subsidies on products,Trinidad and Tobago,247.481952912963,733,"6432,6495",TTO
1990,Total value added,Trinidad and Tobago,6773.43384157841,733,"6432,6495",TTO
1990,"Transport, storage and communications",Trinidad and Tobago,328.378494454543,733,"6432,6495",TTO
1990,"Wholesale and retail trade, repair of goods, and hotels and restaurants",Trinidad and Tobago,958.742013321679,733,"6432,6495",TTO
1991,"Agriculture, hunting, forestry and fishing",Trinidad and Tobago,107.343680086946,733,"6432,6495",TTO
1991,Construction,Trinidad and Tobago,473.242932464514,733,"6495,6432",TTO
1991,"Electricity, gas and water supply",Trinidad and Tobago,60.2544850735917,733,"6495,6432",TTO
1991,Financial intermediation services indirectly measured (FISIM),Trinidad and Tobago,285.238711790766,733,"6432,6495",TTO
1991,"Financial intermediation, real estate, renting and business activities",Trinidad and Tobago,680.973835907577,733,"6432,6495",TTO
1991,Gross domestic product (GDP),Trinidad and Tobago,7270.55908761941,733,"6432,6495",TTO
1991,Manufacturing,Trinidad and Tobago,441.887433999841,733,"6432,6495",TTO
1991,Mining and quarrying,Trinidad and Tobago,2580.74062782141,733,"6432,6495",TTO
1991,"Public administration, defence, compulsory social security, education, health and social work, and other community, social and personal service activities",Trinidad and Tobago,1531.55985249953,733,"6432,6495",TTO
1991,Statistical discrepancy of GDP by economic activity,Trinidad and Tobago,86.5666,733,"6432,6495",TTO
1991,Taxes on products less subsidies on products,Trinidad and Tobago,254.482114127406,733,"6432,6495",TTO
1991,Total value added,Trinidad and Tobago,6929.51036467347,733,"6432,6495",TTO
1991,"Transport, storage and communications",Trinidad and Tobago,341.167911186811,733,"6432,6495",TTO
1991,"Wholesale and retail trade, repair of goods, and hotels and restaurants",Trinidad and Tobago,997.578317424022,733,"6432,6495",TTO
1992,"Agriculture, hunting, forestry and fishing",Trinidad and Tobago,104.455255350171,733,"6432,6495",TTO
1992,Construction,Trinidad and Tobago,477.267629115383,733,"6432,6495",TTO
1992,"Electricity, gas and water supply",Trinidad and Tobago,63.4847875520607,733,"6432,6495",TTO
1992,Financial intermediation services indirectly measured (FISIM),Trinidad and Tobago,299.249649301896,733,"6432,6495",TTO
1992,"Financial intermediation, real estate, renting and business activities",Trinidad and Tobago,714.356624312207,733,"6432,6495",TTO
1992,Gross domestic product (GDP),Trinidad and Tobago,7150.79693136781,733,"6432,6495",TTO
1992,Manufacturing,Trinidad and Tobago,443.202379496046,733,"6432,6495",TTO
1992,Mining and quarrying,Trinidad and Tobago,2476.94163123745,733,"6432,6495",TTO
1992,"Public administration, defence, compulsory social security, education, health and social work, and other community, social and personal service activities",Trinidad and Tobago,1486.53535150315,733,"6432,6495",TTO
1992,Statistical discrepancy of GDP by economic activity,Trinidad and Tobago,112.7282,733,"6432,6495",TTO
1992,Taxes on products less subsidies on products,Trinidad and Tobago,250.705932088917,733,"6432,6495",TTO
1992,Total value added,Trinidad and Tobago,6787.3628182832,733,"6432,6495",TTO
1992,"Transport, storage and communications",Trinidad and Tobago,336.301314256725,733,"6432,6495",TTO
1992,"Wholesale and retail trade, repair of goods, and hotels and restaurants",Trinidad and Tobago,984.067494761912,733,"6432,6495",TTO
1993,"Agriculture, hunting, forestry and fishing",Trinidad and Tobago,113.271558304903,733,"6432,6495",TTO
1993,Construction,Trinidad and Tobago,446.12739146925,733,"6432,6495",TTO
1993,"Electricity, gas and water supply",Trinidad and Tobago,63.1110335462875,733,"6432,6495",TTO
1993,Financial intermediation services indirectly measured (FISIM),Trinidad and Tobago,306.217655657699,733,"6432,6495",TTO
1993,"Financial intermediation, real estate, renting and business activities",Trinidad and Tobago,731.091827948124,733,"6432,6495",TTO
1993,Gross domestic product (GDP),Trinidad and Tobago,7046.83337361011,733,"6432,6495",TTO
1993,Manufacturing,Trinidad and Tobago,426.338203507212,733,"6432,6495",TTO
1993,Mining and quarrying,Trinidad and Tobago,2306.30592184181,733,"6432,6495",TTO
1993,"Public administration, defence, compulsory social security, education, health and social work, and other community, social and personal service activities",Trinidad and Tobago,1494.83638524675,733,"6432,6495",TTO
1993,Statistical discrepancy of GDP by economic activity,Trinidad and Tobago,141.7094,733,"6432,6495",TTO
1993,Taxes on products less subsidies on products,Trinidad and Tobago,246.973567587353,733,"6432,6495",TTO
1993,Total value added,Trinidad and Tobago,6658.15039366669,733,"6432,6495",TTO
1993,"Transport, storage and communications",Trinidad and Tobago,334.413074647851,733,"6432,6495",TTO
