year,value,source,notes
1990,475856332,Economic Commission for Latin America and the Caribbean,
1991,450368340,Economic Commission for Latin America and the Caribbean,
1992,392621708,Economic Commission for Latin America and the Caribbean,
1993,406436487,Economic Commission for Latin America and the Caribbean,
1994,413605187,Economic Commission for Latin America and the Caribbean,
1995,430748184,Economic Commission for Latin America and the Caribbean,
1996,449552335,Economic Commission for Latin America and the Caribbean,
1997,462382202,Economic Commission for Latin America and the Caribbean,
1998,485564330,Economic Commission for Latin America and the Caribbean,
1999,481823013,Economic Commission for Latin America and the Caribbean,
2000,502537400,Economic Commission for Latin America and the Caribbean,
2001,490174508,Economic Commission for Latin America and the Caribbean,
2002,497542835,Economic Commission for Latin America and the Caribbean,
2003,502679592,Economic Commission for Latin America and the Caribbean,
2004,507644626,Economic Commission for Latin America and the Caribbean,
2005,501250000,Economic Commission for Latin America and the Caribbean,
2006,502702018,Economic Commission for Latin America and the Caribbean,
2007,549429421,Economic Commission for Latin America and the Caribbean,
2008,584364379,Economic Commission for Latin America and the Caribbean,
2009,607639004,Economic Commission for Latin America and the Caribbean,
2010,633028624,Economic Commission for Latin America and the Caribbean,
2011,657276666,Economic Commission for Latin America and the Caribbean,
2012,677884330,Economic Commission for Latin America and the Caribbean,
