year,value,source,notes
1990,20063700,Economic Commission for Latin America and the Caribbean,
1991,16921100,Economic Commission for Latin America and the Caribbean,
1992,17317999,Economic Commission for Latin America and the Caribbean,
1993,14303500,Economic Commission for Latin America and the Caribbean,
1994,11041500,Economic Commission for Latin America and the Caribbean,
1995,9534500,Economic Commission for Latin America and the Caribbean,
1996,10517999,Economic Commission for Latin America and the Caribbean,
1997,5778900,Economic Commission for Latin America and the Caribbean,
1998,6655700,Economic Commission for Latin America and the Caribbean,
1999,1424300,Economic Commission for Latin America and the Caribbean,
2000,-973500,Economic Commission for Latin America and the Caribbean,
2001,116100,Economic Commission for Latin America and the Caribbean,
2002,-283000,Economic Commission for Latin America and the Caribbean,
2003,639800,Economic Commission for Latin America and the Caribbean,
2004,46300,Economic Commission for Latin America and the Caribbean,
2005,0,Economic Commission for Latin America and the Caribbean,
2006,-7843700,Economic Commission for Latin America and the Caribbean,
2007,-10310300,Economic Commission for Latin America and the Caribbean,
2008,-8047200,Economic Commission for Latin America and the Caribbean,
2009,-6105600,Economic Commission for Latin America and the Caribbean,
2010,-6579300,Economic Commission for Latin America and the Caribbean,
2011,-6416700,Economic Commission for Latin America and the Caribbean,
2012,-12629400,Economic Commission for Latin America and the Caribbean,
