year,value,source,notes
1990,8865500,Economic Commission for Latin America and the Caribbean,
1991,8002800,Economic Commission for Latin America and the Caribbean,
1992,8403500,Economic Commission for Latin America and the Caribbean,
1993,6579500,Economic Commission for Latin America and the Caribbean,
1994,-312800,Economic Commission for Latin America and the Caribbean,
1995,3855100,Economic Commission for Latin America and the Caribbean,
1996,1770100,Economic Commission for Latin America and the Caribbean,
1997,-1737200,Economic Commission for Latin America and the Caribbean,
1998,1120400,Economic Commission for Latin America and the Caribbean,
1999,-394900,Economic Commission for Latin America and the Caribbean,
2000,-1291999,Economic Commission for Latin America and the Caribbean,
2001,-1136700,Economic Commission for Latin America and the Caribbean,
2002,-998700,Economic Commission for Latin America and the Caribbean,
2003,-424500,Economic Commission for Latin America and the Caribbean,
2004,120300,Economic Commission for Latin America and the Caribbean,
2005,0,Economic Commission for Latin America and the Caribbean,
2006,297000,Economic Commission for Latin America and the Caribbean,
2007,1463700,Economic Commission for Latin America and the Caribbean,
2008,689300,Economic Commission for Latin America and the Caribbean,
2009,291900,Economic Commission for Latin America and the Caribbean,
2010,288500,Economic Commission for Latin America and the Caribbean,
2011,-103700,Economic Commission for Latin America and the Caribbean,
2012,-354800,Economic Commission for Latin America and the Caribbean,
