year,value,source,notes
1991,12.3,Economic Commission for Latin America and the Caribbean: Economic Development Division.                                                                                                                                                                                                                                                                                                                                                                                  ,"National, total. Includes hidden unemployment"
1992,14.8,Economic Commission for Latin America and the Caribbean: Economic Development Division.                                                                                                                                                                                                                                                                                                                                                                                  ,"National, total. Includes hidden unemployment"
1993,13.1,Economic Commission for Latin America and the Caribbean: Economic Development Division.                                                                                                                                                                                                                                                                                                                                                                                  ,"National, total. Includes hidden unemployment"
1994,13.3,Economic Commission for Latin America and the Caribbean: Economic Development Division.                                                                                                                                                                                                                                                                                                                                                                                  ,"National, total. Includes hidden unemployment"
1995,11.1,Economic Commission for Latin America and the Caribbean: Economic Development Division.                                                                                                                                                                                                                                                                                                                                                                                  ,"National, total. Includes hidden unemployment"
1996,11.5,Economic Commission for Latin America and the Caribbean: Economic Development Division.                                                                                                                                                                                                                                                                                                                                                                                  ,"National, total. Includes hidden unemployment"
1997,9.8,Economic Commission for Latin America and the Caribbean: Economic Development Division.                                                                                                                                                                                                                                                                                                                                                                                  ,"National, total. Includes hidden unemployment"
1998,7.8,Economic Commission for Latin America and the Caribbean: Economic Development Division.                                                                                                                                                                                                                                                                                                                                                                                  ,"National, total. Includes hidden unemployment"
1999,7.8,Economic Commission for Latin America and the Caribbean: Economic Development Division.                                                                                                                                                                                                                                                                                                                                                                                  ,"National, total. Includes hidden unemployment"
2001,6.9,Economic Commission for Latin America and the Caribbean: Economic Development Division.                                                                                                                                                                                                                                                                                                                                                                                  ,"National, total. Includes hidden unemployment"
2002,9.1,Economic Commission for Latin America and the Caribbean: Economic Development Division.                                                                                                                                                                                                                                                                                                                                                                                  ,"National, total. Includes hidden unemployment"
2003,10.8,Economic Commission for Latin America and the Caribbean: Economic Development Division.                                                                                                                                                                                                                                                                                                                                                                                  ,"National, total. Includes hidden unemployment"
2004,10.2,Economic Commission for Latin America and the Caribbean: Economic Development Division.                                                                                                                                                                                                                                                                                                                                                                                  ,"National, total. Includes hidden unemployment"
2005,10.2,Economic Commission for Latin America and the Caribbean: Economic Development Division.                                                                                                                                                                                                                                                                                                                                                                                  ,"National, total. Includes hidden unemployment"
2006,7.6,Economic Commission for Latin America and the Caribbean: Economic Development Division.                                                                                                                                                                                                                                                                                                                                                                                  ,"National, total. Includes hidden unemployment"
2007,7.9,Economic Commission for Latin America and the Caribbean: Economic Development Division.                                                                                                                                                                                                                                                                                                                                                                                  ,"National, total. Includes hidden unemployment"
2008,8.7,Economic Commission for Latin America and the Caribbean: Economic Development Division.                                                                                                                                                                                                                                                                                                                                                                                  ,"National, total. Includes hidden unemployment"
2009,14.2,Economic Commission for Latin America and the Caribbean: Economic Development Division.                                                                                                                                                                                                                                                                                                                                                                                  ,"National, total. Includes hidden unemployment"
2011,15.9,Economic Commission for Latin America and the Caribbean: Economic Development Division.                                                                                                                                                                                                                                                                                                                                                                                  ,"National, total. Includes hidden unemployment"
2012,14.0,Economic Commission for Latin America and the Caribbean: Economic Development Division.                                                                                                                                                                                                                                                                                                                                                                                  ,"National, total. Includes hidden unemployment"
2013,16.2,Economic Commission for Latin America and the Caribbean: Economic Development Division.                                                                                                                                                                                                                                                                                                                                                                                  ,"Data based on the average for January-October|National, total. Includes hidden unemployment"
