year,value,source,notes
1991,0.196,Economic Commission for Latin America and the Caribbean: Economic Development Division,National total
1992,0.203,Economic Commission for Latin America and the Caribbean: Economic Development Division,National total
1993,0.19899999999999998,Economic Commission for Latin America and the Caribbean: Economic Development Division,National total
1994,0.16,Economic Commission for Latin America and the Caribbean: Economic Development Division,National total
1995,0.158,Economic Commission for Latin America and the Caribbean: Economic Development Division,National total
1996,0.167,Economic Commission for Latin America and the Caribbean: Economic Development Division,National total
1997,0.16,Economic Commission for Latin America and the Caribbean: Economic Development Division,National total
1998,0.14400000000000002,Economic Commission for Latin America and the Caribbean: Economic Development Division,National total
1999,0.138,Economic Commission for Latin America and the Caribbean: Economic Development Division,National total
2000,0.063,Economic Commission for Latin America and the Caribbean: Economic Development Division,National total
2001,0.07200000000000001,Economic Commission for Latin America and the Caribbean: Economic Development Division,National total
2002,0.066,Economic Commission for Latin America and the Caribbean: Economic Development Division,National total
2003,0.067,Economic Commission for Latin America and the Caribbean: Economic Development Division,National total
2004,0.051,Economic Commission for Latin America and the Caribbean: Economic Development Division,National total
2005,0.064,Economic Commission for Latin America and the Caribbean: Economic Development Division,National total
2006,0.055,Economic Commission for Latin America and the Caribbean: Economic Development Division,National total
2007,0.05,Economic Commission for Latin America and the Caribbean: Economic Development Division,National total
2008,0.047,Economic Commission for Latin America and the Caribbean: Economic Development Division,National total
2009,0.053,Economic Commission for Latin America and the Caribbean: Economic Development Division,National total
2010,0.05,Economic Commission for Latin America and the Caribbean: Economic Development Division,National total
2011,0.057999999999999996,Economic Commission for Latin America and the Caribbean: Economic Development Division,National total
2012,0.065,Economic Commission for Latin America and the Caribbean: Economic Development Division,National total
2013,0.07,Economic Commission for Latin America and the Caribbean: Economic Development Division,Reference period: April|Data based on the average for January-October|National total
