year,value,source,notes
1986,0.237,Economic Commission for Latin America and the Caribbean: Economic Development Division,"National, total. Includes hidden unemployment"
1987,0.21,Economic Commission for Latin America and the Caribbean: Economic Development Division,"National, total. Includes hidden unemployment"
1988,0.189,Economic Commission for Latin America and the Caribbean: Economic Development Division,"National, total. Includes hidden unemployment"
1989,0.18,Economic Commission for Latin America and the Caribbean: Economic Development Division,"National, total. Includes hidden unemployment"
1990,0.153,Economic Commission for Latin America and the Caribbean: Economic Development Division,"National, total. Includes hidden unemployment"
1991,0.154,Economic Commission for Latin America and the Caribbean: Economic Development Division,"National, total. Includes hidden unemployment"
1992,0.157,Economic Commission for Latin America and the Caribbean: Economic Development Division,"National, total. Includes hidden unemployment"
1993,0.163,Economic Commission for Latin America and the Caribbean: Economic Development Division,"National, total. Includes hidden unemployment"
1994,0.154,Economic Commission for Latin America and the Caribbean: Economic Development Division,"National, total. Includes hidden unemployment"
1995,0.162,Economic Commission for Latin America and the Caribbean: Economic Development Division,"National, total. Includes hidden unemployment"
1996,0.16,Economic Commission for Latin America and the Caribbean: Economic Development Division,"National, total. Includes hidden unemployment"
1997,0.165,Economic Commission for Latin America and the Caribbean: Economic Development Division,"National, total. Includes hidden unemployment"
1998,0.155,Economic Commission for Latin America and the Caribbean: Economic Development Division,"National, total. Includes hidden unemployment"
1999,0.157,Economic Commission for Latin America and the Caribbean: Economic Development Division,"National, total. Includes hidden unemployment"
2000,0.155,Economic Commission for Latin America and the Caribbean: Economic Development Division,"National, total. Includes hidden unemployment"
2001,0.15,Economic Commission for Latin America and the Caribbean: Economic Development Division,"National, total. Includes hidden unemployment"
2002,0.142,Economic Commission for Latin America and the Caribbean: Economic Development Division,"New measurement since 2002; data are not comparable with previous years|National, total. Includes hidden unemployment"
2003,0.114,Economic Commission for Latin America and the Caribbean: Economic Development Division,"New measurement since 2002; data are not comparable with previous years|National, total. Includes hidden unemployment"
2004,0.11699999999999999,Economic Commission for Latin America and the Caribbean: Economic Development Division,"New measurement since 2002; data are not comparable with previous years|National, total. Includes hidden unemployment"
2005,0.113,Economic Commission for Latin America and the Caribbean: Economic Development Division,"New measurement since 2002; data are not comparable with previous years|National, total. Includes hidden unemployment"
2006,0.10300000000000001,Economic Commission for Latin America and the Caribbean: Economic Development Division,"New measurement since 2002; data are not comparable with previous years|National, total. Includes hidden unemployment"
2007,0.098,Economic Commission for Latin America and the Caribbean: Economic Development Division,"New measurement since 2002; data are not comparable with previous years|National, total. Includes hidden unemployment"
2008,0.106,Economic Commission for Latin America and the Caribbean: Economic Development Division,"New measurement since 2002; data are not comparable with previous years|National, total. Includes hidden unemployment"
2009,0.114,Economic Commission for Latin America and the Caribbean: Economic Development Division,"New measurement since 2002; data are not comparable with previous years|National, total. Includes hidden unemployment"
2010,0.12400000000000001,Economic Commission for Latin America and the Caribbean: Economic Development Division,"New measurement since 2010; data are not comparable with previous years|National, total. Includes hidden unemployment"
2011,0.126,Economic Commission for Latin America and the Caribbean: Economic Development Division,"New measurement since 2010; data are not comparable with previous years|National, total. Includes hidden unemployment"
2012,0.139,Economic Commission for Latin America and the Caribbean: Economic Development Division,"New measurement since 2010; data are not comparable with previous years|National, total. Includes hidden unemployment"
2013,0.154,Economic Commission for Latin America and the Caribbean: Economic Development Division,"Data based on the average for January-October|National, total. Includes hidden unemployment|New measurement since 2010; data are not comparable with previous years|Data based on the average for January-July"
