year,value,source,notes
1990,472876022,Economic Commission for Latin America and the Caribbean,
1991,414713375,Economic Commission for Latin America and the Caribbean,
1992,409839826,Economic Commission for Latin America and the Caribbean,
1993,421886783,Economic Commission for Latin America and the Caribbean,
1994,427861964,Economic Commission for Latin America and the Caribbean,
1995,451676142,Economic Commission for Latin America and the Caribbean,
1996,522756910,Economic Commission for Latin America and the Caribbean,
1997,544124254,Economic Commission for Latin America and the Caribbean,
1998,562462526,Economic Commission for Latin America and the Caribbean,
1999,550724431,Economic Commission for Latin America and the Caribbean,
2000,632884779,Economic Commission for Latin America and the Caribbean,
2001,591552818,Economic Commission for Latin America and the Caribbean,
2002,636574135,Economic Commission for Latin America and the Caribbean,
2003,643796930,Economic Commission for Latin America and the Caribbean,
2004,666745318,Economic Commission for Latin America and the Caribbean,
2005,701928000,Economic Commission for Latin America and the Caribbean,
2006,721133302,Economic Commission for Latin America and the Caribbean,
2007,640149714,Economic Commission for Latin America and the Caribbean,
2008,592800162,Economic Commission for Latin America and the Caribbean,
2009,618617230,Economic Commission for Latin America and the Caribbean,
2010,567826948,Economic Commission for Latin America and the Caribbean,
2011,604263294,Economic Commission for Latin America and the Caribbean,
2012,663408884,Economic Commission for Latin America and the Caribbean,
